id,region,spp,date,count,sex
1007,susquehanna,hellgrammite,7/6/2013,19,M
1007,susquehanna,hellgrammite,2013-07-06,19,M
1008,susquehanna,hellgramite,2013-07-07,16,m
1009,susquehanna,hellgrammite,2013-07-07,22,M?
1010,susquehanna,hellgrammite,2013-07-07,20,M
1011,miami,green Iguana,2013-07-07,36,m
1012,miami,green Iguana,2013-07-07,40,F
1013,miami,green Iguana,2013-07-07,40,M
1014,susquehanna,hellgrammite,2013-07-08,17,F
1015,susquehanna,hellgramite,2013-07-08,20,m
1016,miami,green Iguana,2013-07-08,37,m
1017,susquehanna,hellgrammite,2013-07-11,20,M
1018,miami,green Iguana,2013-07-11,39,F
1019,miami,green Iguana,2013-07-11,42,m
1020,susquehanna,hellgrammite,2013-07-12,19,M
1021,gulf of mexico,Sperm whale,2013-07-13,5,m
1022,miami,green Iguana,2013-07-13,39,F
1023,susquehanna,hellgrammite,2013-07-14,21,m
1024,susquehanna,hellgramite,2013-07-14,18,M
1025,susquehanna,hellgrammite,2013-07-16,20,M
1026,miami,green Iguana,2013-07-16,41,M
1027,miami,green Iguana,2013-07-16,36,F
1028,susquehanna,hellgrammite,2013-07-17,20,F
1029,susquehanna,hellgramite,2013-07-17,18,M
1030,susquehanna,hellgrammite,2013-07-17,23,M
1031,susquehanna,hellgrammite,2013-07-19,20,M
1032,susquehanna,hellgramite,7/19/2013,17,F
1032,susquehanna,hellgramite,2013-07-19,17,F
1033,miami,green Iguana,2013-07-21,42,F
1034,susquehanna,hellgrammite,2013-07-25,20,F
1035,susquehanna,hellgrammite,2013-07-25,20,f
1036,susquehanna,hellgrammite,2013-07-25,21,M
1037,susquehanna,hellgrammite,7/25/2013,20,M
1037,susquehanna,hellgrammite,2013-07-25,20,M
1038,susquehanna,hellgrammite,7/25/2013,21,m
1038,susquehanna,hellgrammite,2013-07-25,21,m
1039,susquehanna,hellgrammite,2013-07-25,20,F
1040,susquehanna,hellgrammite,2013-07-26,20,F
1041,susquehanna,hellgrammite,2013-07-27,22,F
1042,miami,green Iguana,2013-07-27,34,F
1043,miami,green Iguana,2013-07-27,37,M
1044,susquehanna,hellgrammite,2013-07-29,20,M
1045,susquehanna,hellgrammite,2013-07-29,20,F
1046,susquehanna,hellgrammite,2013-07-29,22,F?
1047,susquehanna,hellgramite,2013-07-30,17,f
1048,susquehanna,hellgrammite,2013-07-30,21,F
1049,miami,green Iguana,2013-07-30,41,F
1050,gulf of mexico,Sperm whale,2013-07-31,5,M
1051,susquehanna,hellgrammite,2013-07-31,20,m
1052,susquehanna,hellgrammite,2013-07-31,20,F
1053,susquehanna,hellgrammite,2013-07-31,21,M
1054,susquehanna,hellgrammite,2013-08-02,22,M
1055,susquehanna,hellgramite,2013-08-02,18,M
1056,susquehanna,hellgrammite,2013-08-02,23,M
1057,susquehanna,hellgramite,2013-08-04,18,m
1058,susquehanna,hellgramite,2013-08-04,18,F
1059,susquehanna,hellgrammite,2013-08-04,22,M
1060,susquehanna,hellgrammite,2013-08-04,19,F
1061,miami,green Iguana,2013-08-04,40,m
1062,gulf of mexico,Sperm whale,2013-08-05,5,f
1063,susquehanna,hellgrammite,2013-08-05,20,F?
1064,susquehanna,hellgrammite,2013-08-05,22,F
1065,susquehanna,hellgrammite,2013-08-30,20,F
1066,gulf of mexico,Sperm whale,2014-05-20,5,F
1067,gulf of mexico,Sperm whale,2014-05-21,5,F
1068,gulf of mexico,Sperm whale,2014-05-22,6,M?
1069,gulf of mexico,Sperm whale,5/22/2014,5,F
1069,gulf of mexico,Sperm whale,2014-05-22,5,F
1070,miami,green Iguana,2014-05-23,40,M
1071,miami,green Iguana,2014-05-23,36,M
1072,miami,green Iguana,2014-05-23,38,m
1073,susquehanna,hellgrammite,2014-05-23,24,M
1074,miami,Green iguana,2014-05-23,5,M
1075,miami,green Iguana,2014-05-24,40,M
1076,miami,green Iguana,2014-05-24,38,F
1077,gulf of mexico,Sperm whale,2014-05-24,5,M
1078,gulf of mexico,Sperm whale,5/24/2014,5,F
1078,gulf of mexico,Sperm whale,2014-05-24,5,F
1079,susquehanna,hellgrammite,2014-05-27,22,M
1080,miami,Green iguana,2014-05-27,6,M
1081,miami,green Iguana,5/27/2014,38,m
1081,miami,green Iguana,2014-05-27,38,m
1082,gulf of mexico,Sperm whale,2014-05-28,5,M
1083,miami,green Iguana,2014-05-28,38,M
1084,gulf of mexico,Sperm whale,2014-05-28,5,m
1085,miami,Green iguana,2014-05-29,6,m
1086,miami,Green iguana,2014-05-29,6,m
1087,miami,Green iguana,2014-05-29,6,M
1088,gulf of mexico,Sperm whale,5/30/2014,4,F
1088,gulf of mexico,Sperm whale,2014-05-30,4,F
1089,susquehanna,hellgrammite,2014-05-30,22,M
1090,susquehanna,hellgrammite,2014-05-30,18,m
1091,susquehanna,hellgrammite,2014-05-30,21,m
1092,gulf of mexico,Sperm whale,2014-05-31,5,m
1093,gulf of mexico,Sperm whale,2014-05-31,6,M
1094,miami,green Iguana,2014-05-31,38,M
1095,miami,green Iguana,2014-05-31,40,m
1096,gulf of mexico,Sperm whale,2014-05-31,5,F
1097,miami,green Iguana,5/31/2014,37,F
1097,miami,green Iguana,2014-05-31,37,F
1098,susquehanna,hellgrammite,2014-05-31,20,M
1099,gulf of mexico,Sperm whale,2014-05-31,5,M
1100,gulf of mexico,Sperm whale,2014-06-02,5,F
1101,miami,green Iguana,6/2/2014,42,f
1101,miami,green Iguana,2014-06-02,42,f
1102,susquehanna,hellgrammite,6/2/2014,21,M
1102,susquehanna,hellgrammite,2014-06-02,21,M
1103,gulf of mexico,Sperm whale,2014-06-02,6,M
1104,gulf of mexico,Sperm whale,2014-06-02,5,F
1105,miami,green Iguana,2014-06-03,43,M
1106,susquehanna,hellgrammite,2014-06-03,20,F
1107,susquehanna,hellgramite,2014-06-03,18,m
1108,gulf of mexico,Sperm whale,2014-06-03,5,f
1109,gulf of mexico,Sperm whale,2014-06-03,5,M
1110,susquehanna,hellgrammite,2014-06-03,20,F
1111,gulf of mexico,Sperm whale,2014-06-04,4,f
1112,gulf of mexico,Sperm whale,2014-06-04,5,M
1113,susquehanna,hellgrammite,2014-06-04,20,f
1114,susquehanna,hellgramite,2014-06-04,18,M
1115,susquehanna,hellgrammite,2014-06-04,22,F
1116,susquehanna,hellgrammite,2014-06-04,20,m
1117,susquehanna,hellgrammite,2014-06-04,21,m
1118,gulf of mexico,Sperm whale,2014-06-04,5,M
1119,gulf of mexico,Sperm whale,2014-06-04,5,m
1120,gulf of mexico,Sperm whale,2014-06-04,5,F
1121,gulf of mexico,Sperm whale,2014-06-04,5,m
1122,miami,green Iguana,2014-06-05,38,M
1123,miami,green Iguana,2014-06-05,37,M
1124,susquehanna,hellgrammite,2014-06-05,22,F
1125,susquehanna,hellgrammite,2014-06-05,21,M
1126,gulf of mexico,Sperm whale,2014-06-05,5,M
1127,susquehanna,hellgramite,2014-06-06,18,M
1128,miami,Green iguana,2014-06-06,6,M
1129,miami,Green iguana,2014-06-06,6,M
1130,miami,green Iguana,6/7/2014,42,F
1130,miami,green Iguana,2014-06-07,42,F
1131,susquehanna,hellgrammite,2014-06-07,20,M
1132,miami,Green iguana,2014-06-07,6,m
1133,gulf of mexico,Sperm whale,6/7/2014,4,M
1133,gulf of mexico,Sperm whale,2014-06-07,4,M
1134,miami,Green iguana,2014-06-09,6,M
1135,miami,green Iguana,6/9/2014,40,m
1135,miami,green Iguana,2014-06-09,40,m
1136,miami,Green iguana,2014-06-09,6,F
1137,miami,green Iguana,2014-06-10,40,m
1138,miami,green Iguana,2014-06-10,39,M
1139,susquehanna,hellgrammite,2014-06-10,22,M
1140,susquehanna,hellgrammite,6/10/2014,23,f
1140,susquehanna,hellgrammite,2014-06-10,23,f
1141,susquehanna,hellgrammite,6/10/2014,20,m
1141,susquehanna,hellgrammite,2014-06-10,20,m
1142,susquehanna,hellgrammite,2014-06-10,22,F
1143,susquehanna,hellgrammite,2014-06-10,22,M
1144,susquehanna,hellgramite,2014-06-11,17,M
1145,gulf of mexico,Sperm whale,2014-06-11,5,f
1146,susquehanna,hellgrammite,2014-06-11,20,F
1147,susquehanna,hellgramite,2014-06-11,18,M
1148,susquehanna,hellgrammite,2014-06-11,21,m
1149,susquehanna,hellgrammite,2014-06-11,19,M
1150,susquehanna,hellgrammite,2014-06-11,22,F
1151,susquehanna,hellgrammite,2014-06-11,21,F
1152,susquehanna,hellgrammite,2014-06-12,21,f
1153,susquehanna,hellgrammite,2014-06-12,21,f
1154,susquehanna,hellgrammite,2014-06-12,20,F
1155,susquehanna,hellgramite,2014-06-12,17,m
1156,susquehanna,hellgrammite,2014-06-12,21,M
1157,susquehanna,hellgrammite,2014-06-12,20,M
1158,susquehanna,hellgramite,6/12/2014,17,M
1158,susquehanna,hellgramite,2014-06-12,17,M
1159,susquehanna,hellgramite,2014-06-13,18,M
1160,miami,green Iguana,2014-06-13,43,f
1161,miami,green Iguana,2014-06-13,40,f
1162,susquehanna,hellgrammite,2014-06-13,20,M
1163,susquehanna,hellgramite,6/13/2014,18,M
1163,susquehanna,hellgramite,2014-06-13,18,M
1164,susquehanna,hellgrammite,2014-06-13,22,M
1165,susquehanna,hellgrammite,2014-06-13,21,f
1166,miami,Green iguana,6/13/2014,6,M
1166,miami,Green iguana,2014-06-13,6,M
1167,miami,Green iguana,2014-06-13,6,M
1168,miami,Green iguana,2014-06-13,6,M
1169,miami,Green iguana,2014-06-13,5,F
1170,susquehanna,hellgramite,2014-06-15,17,M
1171,miami,Green iguana,2014-06-15,6,M
1172,susquehanna,hellgramite,6/15/2014,17,M
1172,susquehanna,hellgramite,2014-06-15,17,M
1173,susquehanna,hellgrammite,2014-06-15,20,F?
1174,susquehanna,hellgrammite,2014-06-15,23,F
1175,miami,green Iguana,2014-06-16,37,M
1176,gulf of mexico,Sperm whale,2014-06-16,5,F
1177,gulf of mexico,Sperm whale,6/16/2014,6,m
1177,gulf of mexico,Sperm whale,2014-06-16,6,m
1178,miami,green Iguana,6/17/2014,36,M
1178,miami,green Iguana,2014-06-17,36,M
1179,miami,green Iguana,6/17/2014,39,M?
1179,miami,green Iguana,2014-06-17,39,M?
1180,susquehanna,hellgrammite,2014-06-17,22,M
1181,susquehanna,hellgrammite,2014-06-17,20,F
1182,miami,Green iguana,2014-06-17,6,M
1183,miami,Green iguana,6/17/2014,6,M
1183,miami,Green iguana,2014-06-17,6,M
1184,miami,green Iguana,2014-06-19,40,F
1185,gulf of mexico,Sperm whale,2014-06-19,5,F
1186,susquehanna,hellgrammite,2014-06-20,21,F
1187,susquehanna,hellgrammite,2014-06-20,23,M
1188,gulf of mexico,Sperm whale,2014-06-20,5,M
1189,gulf of mexico,Sperm whale,6/20/2014,5,F
1189,gulf of mexico,Sperm whale,2014-06-20,5,F
1190,gulf of mexico,Sperm whale,6/20/2014,5,m
1190,gulf of mexico,Sperm whale,2014-06-20,5,m
1191,gulf of mexico,Sperm whale,2014-06-20,5,M
1192,gulf of mexico,Sperm whale,2014-06-20,5,M
1193,susquehanna,hellgramite,2014-06-21,17,M
1194,susquehanna,hellgramite,2014-06-21,17,F
1195,miami,Green iguana,2014-06-21,6,M
1196,miami,Green iguana,2014-06-21,6,m
1197,miami,Green iguana,2014-06-21,6,m
1198,gulf of mexico,Sperm whale,2014-06-22,5,F
1199,miami,green Iguana,2014-06-22,41,F
1200,susquehanna,hellgrammite,2014-06-22,21,m
1201,susquehanna,hellgramite,2014-06-22,18,M
1202,susquehanna,hellgrammite,2014-06-22,22,F?
1203,gulf of mexico,Sperm whale,2014-06-22,5,m
1204,gulf of mexico,Sperm whale,2014-06-22,6,M
1205,susquehanna,hellgramite,2014-06-22,16,M
1206,susquehanna,hellgrammite,2014-06-22,19,M
1207,susquehanna,hellgrammite,2014-06-23,20,m
1208,gulf of mexico,Sperm whale,2014-06-23,5,m
1209,gulf of mexico,Sperm whale,2014-06-23,5,M
1210,miami,green Iguana,2014-06-24,42,F
1211,miami,green Iguana,2014-06-24,40,M
1212,susquehanna,hellgrammite,2014-06-24,20,m
1213,gulf of mexico,Sperm whale,2014-06-24,5,m
1214,susquehanna,hellgramite,2014-06-25,17,F
1215,susquehanna,hellgramite,2014-06-25,18,M
1216,susquehanna,hellgramite,2014-06-25,18,M
1217,gulf of mexico,Sperm whale,2014-06-25,5,f
1218,gulf of mexico,Sperm whale,2014-06-25,5,F
1219,susquehanna,hellgramite,2014-06-27,18,M
1220,susquehanna,hellgramite,6/27/2014,17,m
1220,susquehanna,hellgramite,2014-06-27,17,m
1221,miami,green Iguana,2014-06-28,40,M
1222,susquehanna,hellgrammite,2014-06-29,21,F
1223,susquehanna,hellgrammite,6/29/2014,21,F
1223,susquehanna,hellgrammite,2014-06-29,21,F
1224,miami,green Iguana,2014-06-29,41,F
1225,susquehanna,hellgrammite,2014-06-29,21,f
1226,miami,Green iguana,2014-06-29,6,M
1227,susquehanna,hellgrammite,2014-06-30,22,M
1228,gulf of mexico,Sperm whale,2014-06-30,6,M
1229,miami,green Iguana,2014-07-01,41,M
1230,susquehanna,hellgrammite,2014-07-01,20,m
1231,miami,Green iguana,7/1/2014,5,M
1231,miami,Green iguana,2014-07-01,5,M
1232,susquehanna,hellgrammite,7/1/2014,20,m
1232,susquehanna,hellgrammite,2014-07-01,20,m
1233,susquehanna,hellgrammite,2014-07-01,21,F
1234,gulf of mexico,Sperm whale,2014-07-01,5,M
1235,gulf of mexico,Sperm whale,2014-07-01,5,F
1236,gulf of mexico,Sperm whale,2014-07-02,5,M
1237,miami,Green iguana,2014-07-03,5,F
1238,miami,Green iguana,2014-07-03,5,m
1239,gulf of mexico,Sperm whale,2014-07-04,6,M
1240,miami,green Iguana,2014-07-04,38,m
1241,miami,green Iguana,7/4/2014,39,M
1241,miami,green Iguana,2014-07-04,39,M
1242,gulf of mexico,Sperm whale,2014-07-04,6,m
1243,gulf of mexico,Sperm whale,2014-07-04,6,M
1244,susquehanna,hellgrammite,2014-07-05,20,m
1245,susquehanna,hellgrammite,2014-07-05,20,M
1246,susquehanna,hellgrammite,7/5/2014,22,f
1246,susquehanna,hellgrammite,2014-07-05,22,f
1247,susquehanna,hellgrammite,2014-07-05,20,M
1248,susquehanna,hellgrammite,2014-07-05,20,F
1249,susquehanna,hellgrammite,7/5/2014,21,F
1249,susquehanna,hellgrammite,2014-07-05,21,F
1250,miami,Green iguana,2014-07-05,6,M
1251,susquehanna,hellgrammite,2014-07-05,22,F
1252,susquehanna,hellgrammite,2014-07-05,20,F
1253,miami,green Iguana,2014-07-06,38,F
1254,susquehanna,hellgrammite,2014-07-06,20,m
1255,susquehanna,hellgrammite,2014-07-06,23,F
1256,susquehanna,hellgrammite,2014-07-06,24,M
1257,gulf of mexico,Sperm whale,2014-07-06,5,M
1258,susquehanna,hellgrammite,2014-07-08,22,m
1259,miami,Green iguana,2014-07-08,5,F?
1260,miami,Green iguana,2014-07-08,5,M
1261,miami,green Iguana,2014-07-09,39,F
1262,susquehanna,hellgrammite,2014-07-09,22,m
1263,gulf of mexico,Sperm whale,2014-07-09,5,f
1264,miami,green Iguana,2014-07-10,43,M
1265,susquehanna,hellgrammite,2014-07-10,20,M
1266,gulf of mexico,Sperm whale,2014-07-10,5,F
1267,gulf of mexico,Sperm whale,2014-07-10,5,m
1268,susquehanna,hellgrammite,2014-07-11,20,M
1269,susquehanna,hellgrammite,2014-07-11,20,F
1270,susquehanna,hellgrammite,2014-07-11,23,F
1271,susquehanna,hellgrammite,2014-07-11,20,F
1272,gulf of mexico,Sperm whale,2014-07-11,5,F
1273,miami,green Iguana,2014-07-12,47,F
1274,gulf of mexico,Sperm whale,2014-07-13,5,M
1275,susquehanna,hellgrammite,2014-07-14,18,F
1276,susquehanna,hellgrammite,2014-07-14,20,m
1277,susquehanna,hellgrammite,2014-07-14,20,M
1278,susquehanna,hellgrammite,2014-07-15,21,f
1279,miami,green Iguana,2014-07-15,39,f
1280,miami,green Iguana,2014-07-16,40,F
1281,miami,green Iguana,2014-07-16,39,f
1282,gulf of mexico,Sperm whale,2014-07-16,5,M
1283,susquehanna,hellgrammite,2014-07-17,20,M
1284,susquehanna,hellgrammite,2014-07-17,21,M?
1285,miami,Green iguana,7/17/2014,5,f
1285,miami,Green iguana,2014-07-17,5,f
1286,miami,green Iguana,2014-07-18,42,F
1287,susquehanna,hellgrammite,2014-07-18,20,M
1288,susquehanna,hellgrammite,2014-07-19,19,F
1289,susquehanna,hellgrammite,2014-07-19,22,M
1290,susquehanna,hellgrammite,7/19/2014,21,M
1290,susquehanna,hellgrammite,2014-07-19,21,M
1291,susquehanna,hellgrammite,2014-07-19,21,F
1292,susquehanna,hellgrammite,7/19/2014,25,F
1292,susquehanna,hellgrammite,2014-07-19,25,F
1293,miami,green Iguana,2014-07-20,39,M
1294,susquehanna,hellgramite,2014-07-20,16,F
1295,susquehanna,hellgramite,2014-07-20,18,F
1296,susquehanna,hellgramite,2014-07-22,16,M
1297,miami,green Iguana,7/22/2014,35,F
1297,miami,green Iguana,2014-07-22,35,F
1298,susquehanna,hellgramite,2014-07-22,18,F
1299,susquehanna,hellgrammite,2014-07-23,21,M
1300,miami,green Iguana,2014-07-24,40,M
1301,susquehanna,hellgramite,2014-07-24,18,M
1302,susquehanna,hellgramite,2014-07-24,17,M
1303,susquehanna,hellgramite,2014-07-24,18,M
1304,susquehanna,hellgramite,2014-07-24,19,M
1305,susquehanna,hellgrammite,2014-07-25,23,F
1306,susquehanna,hellgrammite,2014-07-26,18,M
1307,susquehanna,hellgramite,7/27/2014,18,M
1307,susquehanna,hellgramite,2014-07-27,18,M
1308,gulf of mexico,Sperm whale,2014-07-29,5,F
1309,susquehanna,hellgrammite,2014-07-30,20,f
1310,susquehanna,hellgrammite,2014-07-30,18,f
1311,susquehanna,hellgrammite,7/30/2014,20,M
1311,susquehanna,hellgrammite,2014-07-30,20,M
1312,susquehanna,hellgrammite,2014-07-31,19,M
1313,susquehanna,hellgrammite,2014-08-01,21,m
1314,susquehanna,hellgramite,2014-08-01,17,m
1315,susquehanna,hellgrammite,2014-08-02,21,F
1316,susquehanna,hellgrammite,2014-08-03,22,M
1317,susquehanna,hellgramite,8/3/2014,19,M
1317,susquehanna,hellgramite,2014-08-03,19,M
1318,susquehanna,hellgrammite,2014-08-03,22,M
1319,miami,green Iguana,8/4/2014,42,f
1319,miami,green Iguana,2014-08-04,42,f
1320,susquehanna,hellgrammite,8/4/2014,22,F
1320,susquehanna,hellgrammite,2014-08-04,22,F
1321,susquehanna,hellgrammite,2014-08-04,21,M
1322,gulf of mexico,Sperm whale,2015-04-21,6,m
1323,gulf of mexico,Sperm whale,4/21/2015,5,m
1323,gulf of mexico,Sperm whale,2015-04-21,5,m
1324,gulf of mexico,Sperm whale,4/21/2015,5,M
1324,gulf of mexico,Sperm whale,2015-04-21,5,M
1325,gulf of mexico,Sperm whale,4/21/2015,6,f
1325,gulf of mexico,Sperm whale,2015-04-21,6,f
1326,miami,green Iguana,2015-05-01,39,F
1327,susquehanna,hellgramite,5/1/2015,18,M
1327,susquehanna,hellgramite,2015-05-01,18,M
1328,gulf of mexico,Sperm whale,2015-05-08,6,m
1329,gulf of mexico,Sperm whale,2015-05-08,5,m
1330,gulf of mexico,Sperm whale,2015-05-08,5,m
1331,gulf of mexico,Sperm whale,5/8/2015,5,m
1331,gulf of mexico,Sperm whale,2015-05-08,5,m
1332,susquehanna,hellgramite,2015-05-08,17,M
1333,miami,green Iguana,2015-05-13,41,M
1334,miami,Green iguana,2015-05-15,6,m
1335,susquehanna,hellgrammite,5/15/2015,21,M
1335,susquehanna,hellgrammite,2015-05-15,21,M
1336,susquehanna,hellgrammite,2015-05-15,21,M
1337,susquehanna,hellgrammite,2015-05-15,20,M
1338,susquehanna,hellgrammite,2015-05-15,19,m
1339,miami,Green iguana,5/15/2015,5,M
1339,miami,Green iguana,2015-05-15,5,M
1340,susquehanna,hellgramite,2015-05-16,21,f
1341,gulf of mexico,Sperm whale,5/16/2015,5,M
1341,gulf of mexico,Sperm whale,2015-05-16,5,M
1342,miami,green Iguana,2015-05-16,37,M
1343,susquehanna,hellgrammite,2015-05-16,20,M
1344,susquehanna,hellgrammite,2015-05-16,21,m
1345,miami,Green iguana,2015-05-16,6,m
1346,gulf of mexico,Sperm whale,2015-05-16,5,F
1347,miami,green Iguana,2015-05-17,45,F
1348,miami,green Iguana,2015-05-17,39,m
1349,susquehanna,hellgrammite,5/17/2015,21,M
1349,susquehanna,hellgrammite,2015-05-17,21,M
1350,gulf of mexico,Sperm whale,2015-05-17,5,M
1351,miami,green Iguana,2015-05-17,38,M
1352,miami,green Iguana,2015-05-17,38,M
1353,susquehanna,hellgrammite,2015-05-17,20,M
1354,susquehanna,hellgrammite,2015-05-17,23,F
1355,susquehanna,hellgrammite,5/17/2015,23,f
1355,susquehanna,hellgrammite,2015-05-17,23,f
1356,susquehanna,hellgramite,2015-05-17,19,M?
1357,susquehanna,hellgrammite,5/17/2015,25,F
1357,susquehanna,hellgrammite,2015-05-17,25,F
1358,gulf of mexico,Sperm whale,2015-05-17,5,F
1359,miami,green Iguana,2015-05-18,38,M
1360,miami,green Iguana,2015-05-18,40,M
1361,susquehanna,hellgrammite,5/18/2015,22,F
1361,susquehanna,hellgrammite,2015-05-18,22,F
1362,susquehanna,hellgrammite,2015-05-18,21,M?
1363,susquehanna,hellgrammite,2015-05-18,22,M
1364,susquehanna,hellgrammite,2015-05-18,20,F
1365,susquehanna,hellgrammite,2015-05-18,21,M
1366,gulf of mexico,Sperm whale,2015-05-18,5,M
1367,miami,green Iguana,2015-05-19,39,f
1368,miami,green Iguana,5/19/2015,36,M
1368,miami,green Iguana,2015-05-19,36,M
1369,miami,green Iguana,2015-05-19,38,M
1370,susquehanna,hellgrammite,2015-05-19,21,F
1371,gulf of mexico,Sperm whale,2015-05-19,5,m
1372,gulf of mexico,Sperm whale,2015-05-20,5,M
1373,miami,green Iguana,2015-05-20,33,M
1374,susquehanna,hellgrammite,5/20/2015,20,M
1374,susquehanna,hellgrammite,2015-05-20,20,M
1375,susquehanna,hellgramite,2015-05-20,18,M
1376,gulf of mexico,Sperm whale,2015-05-20,5,M
1377,gulf of mexico,Sperm whale,2015-05-20,6,m
1378,miami,green Iguana,2015-05-21,45,F
1379,miami,green Iguana,2015-05-21,39,M
1380,susquehanna,hellgrammite,2015-05-21,20,F
1381,miami,green Iguana,2015-05-21,40,F
1382,miami,green Iguana,2015-05-21,46,F
1383,susquehanna,hellgrammite,2015-05-21,20,M
1384,susquehanna,hellgrammite,2015-05-21,24,F
1385,susquehanna,hellgrammite,2015-05-21,19,F
1386,susquehanna,hellgrammite,2015-05-21,23,F
1387,miami,Green iguana,2015-05-21,5,F
1388,miami,green Iguana,2015-05-22,40,F
1389,susquehanna,hellgrammite,5/22/2015,21,f
1389,susquehanna,hellgrammite,2015-05-22,21,f
1390,gulf of mexico,Sperm whale,2015-05-22,5,F
1391,miami,green Iguana,5/22/2015,37,M
1391,miami,green Iguana,2015-05-22,37,M
1392,gulf of mexico,Sperm whale,2015-05-22,5,M
1393,miami,green Iguana,2015-05-22,42,F
1394,miami,green Iguana,5/22/2015,38,f
1394,miami,green Iguana,2015-05-22,38,f
1395,susquehanna,hellgrammite,2015-05-22,22,M
1396,susquehanna,hellgrammite,2015-05-22,21,F?
1397,susquehanna,hellgramite,2015-05-22,19,m
1398,susquehanna,hellgramite,5/22/2015,18,m
1398,susquehanna,hellgramite,2015-05-22,18,m
1399,gulf of mexico,Sperm whale,2015-05-22,5,m
1400,gulf of mexico,Sperm whale,2015-05-22,5,M
1401,miami,green Iguana,2015-05-23,37,M
1402,miami,green Iguana,2015-05-23,41,M
1403,susquehanna,hellgrammite,2015-05-23,17,f
1404,susquehanna,hellgramite,2015-05-23,17,M
1405,susquehanna,hellgrammite,2015-05-23,19,M
1406,gulf of mexico,Sperm whale,2015-05-23,5,M
1407,gulf of mexico,Sperm whale,2015-05-23,5,M
1408,gulf of mexico,Sperm whale,5/23/2015,5,F
1408,gulf of mexico,Sperm whale,2015-05-23,5,F
1409,susquehanna,hellgrammite,2015-05-23,21,m
1410,susquehanna,hellgramite,2015-05-23,18,M
1411,miami,Green iguana,2015-05-23,6,M
1412,gulf of mexico,Sperm whale,2015-05-24,5,f
1413,miami,green Iguana,2015-05-24,36,M
1414,miami,green Iguana,2015-05-24,40,F
1415,miami,green Iguana,2015-05-24,36,M
1416,gulf of mexico,Sperm whale,2015-05-24,5,M
1417,miami,green Iguana,2015-05-24,38,F
1418,miami,green Iguana,2015-05-24,40,m
1419,susquehanna,hellgrammite,2015-05-24,23,f
1420,susquehanna,hellgrammite,2015-05-24,21,F
1421,gulf of mexico,Sperm whale,5/24/2015,5,M
1421,gulf of mexico,Sperm whale,2015-05-24,5,M
1422,gulf of mexico,Sperm whale,2015-05-24,5,m
1423,gulf of mexico,Sperm whale,2015-05-24,6,M
1424,susquehanna,hellgrammite,2015-05-25,21,M
1425,miami,green Iguana,2015-05-25,40,M
1426,susquehanna,hellgrammite,2015-05-25,21,M
1427,susquehanna,hellgrammite,2015-05-25,22,F
1428,gulf of mexico,Sperm whale,2015-05-25,6,M
1429,miami,Green iguana,2015-05-26,6,m
1430,miami,green Iguana,2015-05-26,38,F?
1431,susquehanna,hellgramite,2015-05-26,18,m
1432,susquehanna,hellgrammite,5/26/2015,21,M
1432,susquehanna,hellgrammite,2015-05-26,21,M
1433,gulf of mexico,Sperm whale,2015-05-27,5,M
1434,gulf of mexico,Sperm whale,2015-05-27,5,F
1435,susquehanna,hellgramite,2015-05-27,17,M
1436,susquehanna,hellgramite,2015-05-27,16,M
1437,susquehanna,hellgramite,2015-05-27,17,M
1438,gulf of mexico,Sperm whale,2015-05-27,5,f
1439,gulf of mexico,Sperm whale,2015-05-27,5,M
1440,gulf of mexico,Sperm whale,2015-05-27,5,M
1441,susquehanna,hellgrammite,2015-05-27,23,f?
1442,gulf of mexico,Sperm whale,2015-05-27,4,F
1443,gulf of mexico,Sperm whale,2015-05-27,5,f
1444,gulf of mexico,Sperm whale,5/28/2015,5,F
1444,gulf of mexico,Sperm whale,2015-05-28,5,F
1445,miami,Green iguana,2015-05-28,6,M
1446,miami,Green iguana,2015-05-28,5,M
1447,miami,green Iguana,2015-05-29,38,F
1448,susquehanna,hellgramite,2015-05-29,18,M
1449,susquehanna,hellgrammite,2015-05-29,20,M
1450,miami,green Iguana,5/30/2015,34,M
1450,miami,green Iguana,2015-05-30,34,M
1451,gulf of mexico,Sperm whale,2015-05-30,5,F
1452,gulf of mexico,Sperm whale,5/30/2015,5,M
1452,gulf of mexico,Sperm whale,2015-05-30,5,M
1453,susquehanna,hellgramite,2015-05-30,16,M
1454,susquehanna,hellgramite,2015-05-31,18,M
1455,susquehanna,hellgrammite,2015-05-31,21,F
1456,susquehanna,hellgrammite,5/31/2015,21,M
1456,susquehanna,hellgrammite,2015-05-31,21,M
1457,susquehanna,hellgramite,2015-05-31,17,m
1458,susquehanna,hellgramite,2015-05-31,20,F
1459,miami,green Iguana,2015-05-31,37,M
1460,gulf of mexico,Sperm whale,2015-05-31,5,F
1461,gulf of mexico,Sperm whale,2015-05-31,5,M
1462,susquehanna,hellgrammite,2015-06-01,22,M
1463,susquehanna,hellgramite,2015-06-01,18,M
1464,gulf of mexico,Sperm whale,2015-06-01,5,M
1465,gulf of mexico,Sperm whale,2015-06-01,5,F
1466,miami,green Iguana,6/1/2015,39,F
1466,miami,green Iguana,2015-06-01,39,F
1467,miami,green Iguana,2015-06-01,39,M
1468,susquehanna,hellgrammite,2015-06-01,20,M
1469,gulf of mexico,Sperm whale,2015-06-01,6,M
1470,gulf of mexico,Sperm whale,2015-06-01,5,F
